date,amfi_code,daily_return
2022-07-15,119599,-0.0053527834941661245
2022-07-15,120503,0.005899479751691361
2022-07-15,120504,0.009159463540490131
2022-07-15,120505,0.0036111683318860166
2022-07-15,120506,-0.019631685716427483
2022-07-15,120507,0.000292632620598976
2022-07-15,120841,-0.0030925287490041198
2022-07-15,120842,-0.008287465440745545
2022-07-15,120843,0.007472024899691787
2022-07-15,120844,0.00032928152894773355
2022-07-15,125497,-0.006365595280432346
2022-07-15,125498,0.0009290665232317696
2022-07-15,148567,0.0021360567292663113
2022-07-15,148568,-0.00908057107506488
2022-07-15,148569,0.002024002085675436
2022-07-15,149322,0.0030024766622214205
2022-07-15,149323,0.018198538003200815
2022-07-15,149324,0.0010911921144562964
2022-07-16,100016,0.0
2022-07-16,100025,0.0
2022-07-16,100033,0.0
2022-07-16,101206,0.0
2022-07-16,101207,0.0
2022-07-16,101208,0.0
2022-07-16,102885,0.0
2022-07-16,102886,0.0
2022-07-16,102887,0.0
2022-07-16,118632,0.0
2022-07-16,118633,0.0
2022-07-16,118634,0.0
2022-07-16,118635,0.0
2022-07-16,118636,0.0
2022-07-16,119092,0.0
2022-07-16,119093,0.0
2022-07-16,119094,0.0
2022-07-16,119095,0.0
2022-07-16,119120,0.0
2022-07-16,119551,0.0
2022-07-16,119552,0.0
2022-07-16,119598,0.0
2022-07-16,119599,0.0
2022-07-16,120503,0.0
2022-07-16,120504,0.0
2022-07-16,120505,0.0
2022-07-16,120506,0.0
2022-07-16,120507,0.0
2022-07-16,120841,0.0
2022-07-16,120842,0.0
2022-07-16,120843,0.0
2022-07-16,120844,0.0
2022-07-16,125497,0.0
2022-07-16,125498,0.0
2022-07-16,148567,0.0
2022-07-16,148568,0.0
2022-07-16,148569,0.0
2022-07-16,149322,0.0
2022-07-16,149323,0.0
2022-07-16,149324,0.0
2022-07-17,100016,0.0
2022-07-17,100025,0.0
2022-07-17,100033,0.0
2022-07-17,101206,0.0
2022-07-17,101207,0.0
2022-07-17,101208,0.0
2022-07-17,102885,0.0
2022-07-17,102886,0.0
2022-07-17,102887,0.0
2022-07-17,118632,0.0
2022-07-17,118633,0.0
2022-07-17,118634,0.0
2022-07-17,118635,0.0
2022-07-17,118636,0.0
2022-07-17,119092,0.0
2022-07-17,119093,0.0
2022-07-17,119094,0.0
2022-07-17,119095,0.0
2022-07-17,119120,0.0
2022-07-17,119551,0.0
2022-07-17,119552,0.0
2022-07-17,119598,0.0
2022-07-17,119599,0.0
2022-07-17,120503,0.0
2022-07-17,120504,0.0
2022-07-17,120505,0.0
2022-07-17,120506,0.0
2022-07-17,120507,0.0
2022-07-17,120841,0.0
2022-07-17,120842,0.0
2022-07-17,120843,0.0
2022-07-17,120844,0.0
2022-07-17,125497,0.0
2022-07-17,125498,0.0
2022-07-17,148567,0.0
2022-07-17,148568,0.0
2022-07-17,148569,0.0
2022-07-17,149322,0.0
2022-07-17,149323,0.0
2022-07-17,149324,0.0
2022-07-18,100016,-0.0014912893566512153
2022-07-18,100025,-0.002250848145678108
2022-07-18,100033,0.007936081301687103
2022-07-18,101206,0.0011007460042167239
2022-07-18,101207,0.020516772936430394
2022-07-18,101208,0.00086144988450787
2022-07-18,102885,-0.00755613149143064
2022-07-18,102886,-0.03539063728789793
2022-07-18,102887,0.0022793077348279844
2022-07-18,118632,-0.00796607245021208
2022-07-18,118633,0.00018325229942650623
2022-07-18,118634,0.008109452806840167
2022-07-18,118635,0.0027415223323188354
2022-07-18,118636,-0.0011855775844386018
2022-07-18,119092,-0.014517519671278123
2022-07-18,119093,5.816046749940185e-05
2022-07-18,119094,0.008129318085120962
2022-07-18,119095,-0.02629316179266883
2022-07-18,119120,0.0015945688846914496
2022-07-18,119551,0.0025247709781008876
2022-07-18,119552,0.003950171522722812
2022-07-18,119598,0.02883364960377799
2022-07-18,119599,0.017855598545607476
2022-07-18,120503,0.00376130807942765
2022-07-18,120504,0.004485883311071026
2022-07-18,120505,0.008033239740722786
2022-07-18,120506,-0.007112143982331509
2022-07-18,120507,0.0008910914727253694
2022-07-18,120841,0.011355803229925243
2022-07-18,120842,-0.0035082221828636184
2022-07-18,120843,0.009995292377013243
2022-07-18,120844,-0.0003688114726009273
2022-07-18,125497,0.007301232013395387
2022-07-18,125498,-0.01045638896639578
2022-07-18,148567,0.00461863922241279
2022-07-18,148568,0.007233669176464286
2022-07-18,148569,-0.0136050425105122
2022-07-18,149322,0.007902506477028393
2022-07-18,149323,0.005761329125230974
2022-07-18,149324,-0.0014219111208689794
2022-07-19,100016,0.006849224583506119
2022-07-19,100025,0.0004976841340478266
2022-07-19,100033,-0.004223578308360398
2022-07-19,101206,-0.0026268359610228664
2022-07-19,101207,0.017105796877346036
2022-07-19,101208,4.8766229913788095e-05
2022-07-19,102885,0.0008589992551035763
2022-07-19,102886,-0.009403138707114844
2022-07-19,102887,-0.0011416631596771198
2022-07-19,118632,0.010538283665843418
2022-07-19,118633,0.003927507757558901
2022-07-19,118634,0.0030666737908362496
2022-07-19,118635,0.008314903491733583
2022-07-19,118636,0.0012745740596995514
2022-07-19,119092,0.0020414275805535897
2022-07-19,119093,-0.0144201877089154
2022-07-19,119094,-0.00018323325593494477
2022-07-19,119095,-0.013358594183384587
2022-07-19,119120,0.0015373682987824822
2022-07-19,119551,0.01211653174265015
2022-07-19,119552,0.022758343256718883
2022-07-19,119598,0.022887485297936383
2022-07-19,119599,0.010441380596911465
2022-07-19,120503,0.00023789649989636175
2022-07-19,120504,0.016060052927506785
2022-07-19,120505,-0.010032961346352787
2022-07-19,120506,-0.004819647113574299
2022-07-19,120507,0.00022509424561678593
2022-07-19,120841,0.006952233583589429
2022-07-19,120842,0.007933252667774227
2022-07-19,120843,0.002615589496025583
2022-07-19,120844,-2.0943039098053617e-05
2022-07-19,125497,-0.003129432715097469
2022-07-19,125498,0.0016044948641922296
2022-07-19,148567,-0.011421234572398076
2022-07-19,148568,-0.021605568490328575
2022-07-19,148569,-0.0052754284158399445
2022-07-19,149322,-0.008277154258222286
2022-07-19,149323,0.005431055324481626
2022-07-19,149324,0.0009867965841059423
2022-07-20,100016,-0.011753369606977149
2022-07-20,100025,-0.0024508736002788467
2022-07-20,100033,-0.00017383166329654198
2022-07-20,101206,0.006649625792429337
2022-07-20,101207,0.009271663258830998
2022-07-20,101208,-0.000154677695786698
2022-07-20,102885,-0.009233307449241113
2022-07-20,102886,0.009100000936133723
2022-07-20,102887,0.005633769945897926
2022-07-20,118632,0.003974961726952442
2022-07-20,118633,-0.004677097753090442
2022-07-20,118634,0.007478535132293462
2022-07-20,118635,0.0012746822671669822
2022-07-20,118636,0.001864180288555728
2022-07-20,119092,-0.0008521393942730882
2022-07-20,119093,0.00021917253936676317
2022-07-20,119094,-0.009068704033072028
2022-07-20,119095,0.03739655864170599
2022-07-20,119120,0.00028880899264782656
2022-07-20,119551,-0.013567049678818499
2022-07-20,119552,0.00046227593328818095
2022-07-20,119598,-0.019289819552268606
2022-07-20,119599,0.037850752161796786
2022-07-20,120503,0.013925321015150205
2022-07-20,120504,0.015474323214803576
2022-07-20,120505,-0.03408516917300719
2022-07-20,120506,0.01187650260356321
2022-07-20,120507,0.00021429523905180936
2022-07-20,120841,-0.013737737902279501
2022-07-20,120842,0.00734179533177115
2022-07-20,120843,0.0033040218995219472
2022-07-20,120844,-0.00031846760858800227
2022-07-20,125497,0.0045902564020170455
2022-07-20,125498,0.01754439179473377
2022-07-20,148567,0.011857156838475325
2022-07-20,148568,0.008736994844246837
2022-07-20,148569,-0.008693594283726624
2022-07-20,149322,0.010029409913630882
2022-07-20,149323,-0.003892721359422202
2022-07-20,149324,0.0009083015923057047
2022-07-21,100016,-0.012809033570285067
2022-07-21,100025,-0.0014377386373150003
2022-07-21,100033,0.0017668126793244365
2022-07-21,101206,-0.009159948500980564
2022-07-21,101207,-0.009968039400607642
2022-07-21,101208,0.000515050790593552
2022-07-21,102885,0.0003441159964003848
2022-07-21,102886,-0.015897545713947747
2022-07-21,102887,-0.004755739316839702
2022-07-21,118632,-0.005244076954032284
2022-07-21,118633,-0.012456744705005685
2022-07-21,118634,0.0023458696831824
2022-07-21,118635,0.011661352198742092
2022-07-21,118636,-0.002219003947237508
2022-07-21,119092,-0.0009263438546400771
2022-07-21,119093,0.006124249217613009
2022-07-21,119094,-8.034454164962401e-05
2022-07-21,119095,0.0052192606888130655
2022-07-21,119120,0.0013322299619882294
2022-07-21,119551,0.0021452563352695186
2022-07-21,119552,0.007941206875487605
2022-07-21,119598,0.01180363502090831
2022-07-21,119599,-0.022176506746653057
2022-07-21,120503,-0.025323080803081655
2022-07-21,120504,-0.0024994920020519062
2022-07-21,120505,-0.005570545637003765
2022-07-21,120506,0.002416766759252287
2022-07-21,120507,-0.0005503991317193924
2022-07-21,120841,0.011719555977386387
2022-07-21,120842,-0.007444824475176137
2022-07-21,120843,-0.0050783051906277965
2022-07-21,120844,2.9161159328161546e-05
2022-07-21,125497,-0.012826815399569647
2022-07-21,125498,0.006018686713429977
2022-07-21,148567,0.008299926149546666
2022-07-21,148568,0.008316092305808764
2022-07-21,148569,0.006181166569351859
2022-07-21,149322,-0.013906925136378034
2022-07-21,149323,-0.015857122095529363
2022-07-21,149324,0.013644431535805301
2022-07-22,100016,0.004503142997972498
2022-07-22,100025,-0.001490839900562091
2022-07-22,100033,0.0019653958982797093
2022-07-22,101206,-0.007346283707057033
2022-07-22,101207,0.005003329672898182
2022-07-22,101208,0.0010820434195926154
2022-07-22,102885,-0.004991763590076359
2022-07-22,102886,-0.013454373201546965
2022-07-22,102887,0.005635114810171649
2022-07-22,118632,-0.001351491084694012
2022-07-22,118633,0.0029747090473819515
2022-07-22,118634,-0.009467015363772036
2022-07-22,118635,0.013754995882790055
2022-07-22,118636,-0.0004315105282532983
2022-07-22,119092,-0.013183089712777263
2022-07-22,119093,-0.015605541935880263
2022-07-22,119094,-0.009526899391454902
2022-07-22,119095,-0.005521577387654464
2022-07-22,119120,0.004336474060619766
2022-07-22,119551,0.0028117603444834938
2022-07-22,119552,0.0012385161426669011
2022-07-22,119598,-0.007023263207299624
2022-07-22,119599,0.02091964292147308
2022-07-22,120503,0.005024811047906752
2022-07-22,120504,0.022849523635866342
2022-07-22,120505,-0.009650745352233092
2022-07-22,120506,0.0038174388056040343
2022-07-22,120507,0.00011692762583170868
2022-07-22,120841,0.004490246712108847
2022-07-22,120842,-0.015455814245329269
2022-07-22,120843,0.005653112226440493
2022-07-22,120844,0.00043100506378124237
2022-07-22,125497,0.0075818240702858475
2022-07-22,125498,0.0010463437693006838
2022-07-22,148567,0.00034984883144839607
2022-07-22,148568,-0.008670018442456295
2022-07-22,148569,-0.004945428765815385
2022-07-22,149322,-0.004402568521116201
2022-07-22,149323,0.0006244814238676177
2022-07-22,149324,-0.0036256200294175756
2022-07-23,100016,0.0
2022-07-23,100025,0.0
2022-07-23,100033,0.0
2022-07-23,101206,0.0
2022-07-23,101207,0.0
2022-07-23,101208,0.0
2022-07-23,102885,0.0
2022-07-23,102886,0.0
2022-07-23,102887,0.0
2022-07-23,118632,0.0
2022-07-23,118633,0.0
2022-07-23,118634,0.0
2022-07-23,118635,0.0
2022-07-23,118636,0.0
2022-07-23,119092,0.0
2022-07-23,119093,0.0
2022-07-23,119094,0.0
2022-07-23,119095,0.0
2022-07-23,119120,0.0
2022-07-23,119551,0.0
2022-07-23,119552,0.0
2022-07-23,119598,0.0
2022-07-23,119599,0.0
2022-07-23,120503,0.0
2022-07-23,120504,0.0
2022-07-23,120505,0.0
2022-07-23,120506,0.0
2022-07-23,120507,0.0
2022-07-23,120841,0.0
2022-07-23,120842,0.0
2022-07-23,120843,0.0
2022-07-23,120844,0.0
2022-07-23,125497,0.0
2022-07-23,125498,0.0
2022-07-23,148567,0.0
2022-07-23,148568,0.0
2022-07-23,148569,0.0
2022-07-23,149322,0.0
2022-07-23,149323,0.0
2022-07-23,149324,0.0
2022-07-24,100016,0.0
2022-07-24,100025,0.0
2022-07-24,100033,0.0
2022-07-24,101206,0.0
2022-07-24,101207,0.0
2022-07-24,101208,0.0
2022-07-24,102885,0.0
2022-07-24,102886,0.0
2022-07-24,102887,0.0
2022-07-24,118632,0.0
2022-07-24,118633,0.0
2022-07-24,118634,0.0
2022-07-24,118635,0.0
2022-07-24,118636,0.0
2022-07-24,119092,0.0
2022-07-24,119093,0.0
2022-07-24,119094,0.0
2022-07-24,119095,0.0
2022-07-24,119120,0.0
2022-07-24,119551,0.0
2022-07-24,119552,0.0
2022-07-24,119598,0.0
2022-07-24,119599,0.0
2022-07-24,120503,0.0
2022-07-24,120504,0.0
2022-07-24,120505,0.0
2022-07-24,120506,0.0
2022-07-24,120507,0.0
2022-07-24,120841,0.0
2022-07-24,120842,0.0
2022-07-24,120843,0.0
2022-07-24,120844,0.0
2022-07-24,125497,0.0
2022-07-24,125498,0.0
2022-07-24,148567,0.0
2022-07-24,148568,0.0
2022-07-24,148569,0.0
2022-07-24,149322,0.0
2022-07-24,149323,0.0
2022-07-24,149324,0.0
2022-07-25,100016,0.009438753219224827
2022-07-25,100025,-0.00037235382374523063
2022-07-25,100033,0.01270273155075019
2022-07-25,101206,-0.012206498296264079
2022-07-25,101207,0.010110429232480511
2022-07-25,101208,0.000606654027007103
2022-07-25,102885,-0.0004656904979507548
2022-07-25,102886,-0.016363523436865424
2022-07-25,102887,-0.0064187758499280045
2022-07-25,118632,-0.005727541244473167
2022-07-25,118633,0.020219625266358676
2022-07-25,118634,0.0009375315313293608
2022-07-25,118635,0.007052874269143583
2022-07-25,118636,0.003064141693156941
2022-07-25,119092,-0.00903656147523535
2022-07-25,119093,-0.004197950379091875
2022-07-25,119094,0.0019684014926790727
2022-07-25,119095,0.013481410171807484
2022-07-25,119120,-0.00043177502486646535
2022-07-25,119551,0.007439088199831634
2022-07-25,119552,-0.0003554195269659388
2022-07-25,119598,0.005035454678066209
2022-07-25,119599,0.019107740840458298
2022-07-25,120503,0.006869727107253754
2022-07-25,120504,0.0007325660423607161
2022-07-25,120505,0.0048637342106332415
2022-07-25,120506,0.011785978895558102
2022-07-25,120507,0.0005264487587635092
2022-07-25,120841,-0.013043889631355388
2022-07-25,120842,0.008154097632142365
2022-07-25,120843,0.009235196705348114
2022-07-25,120844,0.00031953895627956364
2022-07-25,125497,-0.004370119150297946
2022-07-25,125498,-0.0012607750945580198
2022-07-25,148567,0.003060670775388852
2022-07-25,148568,0.0012651530553509094
2022-07-25,148569,-0.0034129300636620563
2022-07-25,149322,0.015683482487391043
2022-07-25,149323,0.02255735014920668
2022-07-25,149324,-0.010407746441069676
2022-07-26,100016,-0.013251907714839861
2022-07-26,100025,-0.003454685554228676
2022-07-26,100033,0.008413422645050517
2022-07-26,101206,0.011475024057495897
2022-07-26,101207,0.004014118924789534
2022-07-26,101208,2.2317284209760757e-05
2022-07-26,102885,0.001789433829683107
2022-07-26,102886,0.003179814974920925
2022-07-26,102887,-0.0029675722716236974
2022-07-26,118632,0.0008422475769396254
2022-07-26,118633,-0.0028935933642316725
2022-07-26,118634,-0.010324188478743168
2022-07-26,118635,0.010603582889672891
2022-07-26,118636,-0.004300771068962761
2022-07-26,119092,-8.595195822735935e-05
2022-07-26,119093,-0.013242260156719587
2022-07-26,119094,0.01268698213281838
2022-07-26,119095,-0.011424033623530394
2022-07-26,119120,0.0006355036196565855
2022-07-26,119551,-0.010338572245807365
2022-07-26,119552,0.008657309650974998
2022-07-26,119598,0.00552199278060006
2022-07-26,119599,-0.01435209550981964
2022-07-26,120503,0.010688636913534166
2022-07-26,120504,-0.00794238396771274
2022-07-26,120505,0.040812044430152294
2022-07-26,120506,-0.000353004501498666
2022-07-26,120507,0.0007508104959008666
2022-07-26,120841,0.001008187327916188
2022-07-26,120842,0.007312476828162051
2022-07-26,120843,0.001165601442150166
2022-07-26,120844,0.00031132276460765773
2022-07-26,125497,0.0006234143191810038
2022-07-26,125498,0.004645657477230225
2022-07-26,148567,0.009401430628036556
2022-07-26,148568,-0.008454683897325621
2022-07-26,148569,0.006044969731911376
2022-07-26,149322,0.00366153737476016
2022-07-26,149323,0.003364734258156199
2022-07-26,149324,0.0015305035162833658
2022-07-27,100016,0.010104776121514725
2022-07-27,100025,0.0005057075324770288
2022-07-27,100033,0.02586675590558407
2022-07-27,101206,-0.005822791844122266
2022-07-27,101207,0.002368986398340267
2022-07-27,101208,0.0011595430142106178
2022-07-27,102885,-0.003485341416421095
2022-07-27,102886,-0.00996836719872174
2022-07-27,102887,-0.009715202641313092
2022-07-27,118632,-0.0059017243330669045
2022-07-27,118633,0.014459617998149099
2022-07-27,118634,-0.011352849388360786
2022-07-27,118635,-0.00756873422926907
2022-07-27,118636,-0.002859414152588724
2022-07-27,119092,0.010398394709202119
2022-07-27,119093,-0.0031868461769394285
2022-07-27,119094,-0.013298879340124636
2022-07-27,119095,-0.031728771181679605
2022-07-27,119120,-0.002447734207255081
2022-07-27,119551,-0.011068349578067793
2022-07-27,119552,-0.0020410802024455332
2022-07-27,119598,-0.002814725805589946
2022-07-27,119599,0.01687521736228459
2022-07-27,120503,-5.7128633279002194e-05
2022-07-27,120504,-0.00506002022885832
2022-07-27,120505,0.009035243216571898
2022-07-27,120506,0.007711676957815383
2022-07-27,120507,-3.690840441272769e-06
2022-07-27,120841,0.009689041658369923
2022-07-27,120842,-0.0027324489764766202
2022-07-27,120843,0.026038970472388456
2022-07-27,120844,-6.953656263219976e-05
2022-07-27,125497,-0.0003032080350285904
2022-07-27,125498,0.009695464510193208
2022-07-27,148567,-0.0027610673898775806
2022-07-27,148568,0.004915972036322769
2022-07-27,148569,0.01830961297661582
2022-07-27,149322,-0.0021493849618849925
2022-07-27,149323,0.014097658435617166
2022-07-27,149324,-0.008740843907974694
2022-07-28,100016,0.0008472401892083425
2022-07-28,100025,0.0034319452939863826
2022-07-28,100033,0.027454201290890046
2022-07-28,101206,0.0040873273504205
2022-07-28,101207,-0.005372120228439248
2022-07-28,101208,0.00047461123983438824
2022-07-28,102885,-0.013993404967150513
2022-07-28,102886,0.015397757051090366
2022-07-28,102887,-0.003829782734316889
2022-07-28,118632,-0.008513091908706416
2022-07-28,118633,-0.00609910860649876
2022-07-28,118634,-0.004410127553137633
2022-07-28,118635,-0.008855443029594845
2022-07-28,118636,-0.00016065912680240935
2022-07-28,119092,-0.004681767427021755
2022-07-28,119093,-0.007401830186493541
2022-07-28,119094,-0.017511164246281408
2022-07-28,119095,0.006480870162521857
2022-07-28,119120,-0.0019009123926346794
2022-07-28,119551,0.0051317745095589284
2022-07-28,119552,0.002878163898014874
2022-07-28,119598,-0.011404417390585064
2022-07-28,119599,0.006185511807487387
2022-07-28,120503,0.0023519297658545213
2022-07-28,120504,-0.019199533018628534
2022-07-28,120505,0.03398584941701421
2022-07-28,120506,0.007041931354779152
2022-07-28,120507,0.0004036452216860109
2022-07-28,120841,-0.010139477091326343
2022-07-28,120842,0.005981597700563057
2022-07-28,120843,-0.015052198103518655
2022-07-28,120844,0.0006110354780550775
2022-07-28,125497,-0.010641049233035105
2022-07-28,125498,0.00799816663029751
2022-07-28,148567,-0.013355292340455516
2022-07-28,148568,0.008902441419676776
2022-07-28,148569,0.02348707183999399
2022-07-28,149322,0.002744515039219131
2022-07-28,149323,0.015629019345749784
2022-07-28,149324,-0.00030572605384437956
2022-07-29,100016,0.010196298158970052
2022-07-29,100025,0.000627828880128467
2022-07-29,100033,0.0016292099158254914
2022-07-29,101206,-0.0005915330033513522
2022-07-29,101207,0.005192815556312569
2022-07-29,101208,8.66458613457688e-06
2022-07-29,102885,0.012264334994590564
2022-07-29,102886,0.009512280876382118
2022-07-29,102887,-0.006276592157631655
2022-07-29,118632,0.004752406299253442
2022-07-29,118633,0.002419285158837603
2022-07-29,118634,-0.001007525540269505
2022-07-29,118635,0.004768769415063545
2022-07-29,118636,0.0011793668406914204
2022-07-29,119092,-0.0030049762406544334
2022-07-29,119093,0.0038831382525585934
2022-07-29,119094,0.001265088081563226
2022-07-29,119095,-0.010579058685085352
2022-07-29,119120,0.0005334507681691303
2022-07-29,119551,0.0031410087190728575
2022-07-29,119552,0.003358987136186764
2022-07-29,119598,-0.009952907193989335
2022-07-29,119599,-0.002705512051631276
2022-07-29,120503,0.009254006812599247
2022-07-29,120504,0.014796893126841182
2022-07-29,120505,0.007510532864123398
2022-07-29,120506,-0.011533190175437191
2022-07-29,120507,0.000587950601417031
2022-07-29,120841,0.01274548320485236
2022-07-29,120842,-0.004650989793520299
2022-07-29,120843,0.0022413126357794244
2022-07-29,120844,0.00025201650879935755
2022-07-29,125497,-0.009606881187287475
2022-07-29,125498,-0.0032916338695900826
2022-07-29,148567,-0.0025966878357688294
2022-07-29,148568,-0.009489450758036755
2022-07-29,148569,0.005451786195406649
2022-07-29,149322,0.01112807522084669
2022-07-29,149323,0.0073995521448284585
2022-07-29,149324,-0.015573372617047498
2022-07-30,100016,0.0
2022-07-30,100025,0.0
2022-07-30,100033,0.0
2022-07-30,101206,0.0
2022-07-30,101207,0.0
2022-07-30,101208,0.0
2022-07-30,102885,0.0
2022-07-30,102886,0.0
2022-07-30,102887,0.0
2022-07-30,118632,0.0
2022-07-30,118633,0.0
2022-07-30,118634,0.0
2022-07-30,118635,0.0
2022-07-30,118636,0.0
2022-07-30,119092,0.0
2022-07-30,119093,0.0
2022-07-30,119094,0.0
2022-07-30,119095,0.0
2022-07-30,119120,0.0
2022-07-30,119551,0.0
2022-07-30,119552,0.0
2022-07-30,119598,0.0
2022-07-30,119599,0.0
2022-07-30,120503,0.0
2022-07-30,120504,0.0
2022-07-30,120505,0.0
2022-07-30,120506,0.0
2022-07-30,120507,0.0
2022-07-30,120841,0.0
2022-07-30,120842,0.0
2022-07-30,120843,0.0
2022-07-30,120844,0.0
2022-07-30,125497,0.0
2022-07-30,125498,0.0
2022-07-30,148567,0.0
2022-07-30,148568,0.0
2022-07-30,148569,0.0
2022-07-30,149322,0.0
2022-07-30,149323,0.0
2022-07-30,149324,0.0
2022-07-31,100016,0.0
2022-07-31,100025,0.0
2022-07-31,100033,0.0
2022-07-31,101206,0.0
2022-07-31,101207,0.0
2022-07-31,101208,0.0
2022-07-31,102885,0.0
2022-07-31,102886,0.0
2022-07-31,102887,0.0
2022-07-31,118632,0.0
2022-07-31,118633,0.0
2022-07-31,118634,0.0
2022-07-31,118635,0.0
2022-07-31,118636,0.0
2022-07-31,119092,0.0
2022-07-31,119093,0.0
2022-07-31,119094,0.0
2022-07-31,119095,0.0
2022-07-31,119120,0.0
2022-07-31,119551,0.0
2022-07-31,119552,0.0
2022-07-31,119598,0.0
2022-07-31,119599,0.0
2022-07-31,120503,0.0
2022-07-31,120504,0.0
2022-07-31,120505,0.0
2022-07-31,120506,0.0
2022-07-31,120507,0.0
2022-07-31,120841,0.0
2022-07-31,120842,0.0
2022-07-31,120843,0.0
2022-07-31,120844,0.0
2022-07-31,125497,0.0
2022-07-31,125498,0.0
2022-07-31,148567,0.0
2022-07-31,148568,0.0
2022-07-31,148569,0.0
2022-07-31,149322,0.0
2022-07-31,149323,0.0
2022-07-31,149324,0.0
2022-08-01,100016,-0.00010344845899901145
2022-08-01,100025,0.004180467803831744
2022-08-01,100033,-0.04423756632595455
2022-08-01,101206,0.0264125547774976
2022-08-01,101207,-0.007376592648881131
2022-08-01,101208,0.0008676888933036864
2022-08-01,102885,0.007416841146221209
2022-08-01,102886,0.003074885019815232
2022-08-01,102887,0.017805101498378217
2022-08-01,118632,0.006079229054954505
2022-08-01,118633,0.00734568788009371
2022-08-01,118634,0.0014286474751210587
2022-08-01,118635,-0.010413063415174562
2022-08-01,118636,-0.003131179461400846
2022-08-01,119092,0.016356154254207445
2022-08-01,119093,0.0020081663494093682
2022-08-01,119094,-0.008479212253829416
2022-08-01,119095,0.002472472646764645
2022-08-01,119120,0.003071945694171241
2022-08-01,119551,0.002728812137207326
2022-08-01,119552,-0.005361905637818465
2022-08-01,119598,-0.013464133258425881
2022-08-01,119599,-0.01202967267619548
2022-08-01,120503,0.01376112864382839
2022-08-01,120504,0.014687383129908582
2022-08-01,120505,-0.006841165649438041
2022-08-01,120506,0.014579180858040441
2022-08-01,120507,0.00026145578581537876
2022-08-01,120841,-0.012742378995298842
2022-08-01,120842,-0.00918068540058703
2022-08-01,120843,-0.01117948179243411
2022-08-01,120844,0.0002686152961330901
2022-08-01,125497,0.009092034675689753
2022-08-01,125498,0.004572069390763378
2022-08-01,148567,0.0018620388189678483
2022-08-01,148568,-0.012397105376623974
2022-08-01,148569,-0.00039101272295238854
2022-08-01,149322,-0.012154653427080775
2022-08-01,149323,0.003316619045828917
2022-08-01,149324,0.017558099569045194
2022-08-02,100016,-0.021494102712315777
2022-08-02,100025,0.003654487463582212
2022-08-02,100033,0.015598280890811056
2022-08-02,101206,0.004422988448170351
2022-08-02,101207,0.012022487793738712
2022-08-02,101208,-1.607728474450898e-05
2022-08-02,102885,-0.0005532819183338145
2022-08-02,102886,0.004321132008165085
2022-08-02,102887,-0.008385654930577524
2022-08-02,118632,-0.0011377773217711162
2022-08-02,118633,0.00044304158506203173
2022-08-02,118634,0.015422609675083798
2022-08-02,118635,-0.0018603384061918193
2022-08-02,118636,-3.3415048315110774e-05
2022-08-02,119092,-0.0021009123284275733
2022-08-02,119093,0.011978444600418747
2022-08-02,119094,0.0010548589341692338
2022-08-02,119095,0.006079092331392033
2022-08-02,119120,-0.0003618951544500648
2022-08-02,119551,0.0035771677427329784
2022-08-02,119552,0.009306776887014756
2022-08-02,119598,-0.012152657785478915
2022-08-02,119599,-0.01039811830298809
2022-08-02,120503,-0.0021328438050041143
2022-08-02,120504,-0.008404534539565578
2022-08-02,120505,0.004850576850489174
2022-08-02,120506,-0.0127829160087225
2022-08-02,120507,-0.00046111426116501875
2022-08-02,120841,-0.006441042498501526
2022-08-02,120842,0.0007217171725828475
2022-08-02,120843,0.009508049358502912
2022-08-02,120844,0.0005542863389429442
2022-08-02,125497,0.004042876077597013
2022-08-02,125498,0.0064392513895321635
2022-08-02,148567,0.00023005570067824443
2022-08-02,148568,0.011714382022192327
2022-08-02,148569,0.014757614053515722
2022-08-02,149322,0.012212114846486433
2022-08-02,149323,-0.01108559692081068
2022-08-02,149324,-0.011354453829984568
2022-08-03,100016,-0.0008239053870573443
2022-08-03,100025,0.0022476871624850236
2022-08-03,100033,-0.005775956240153146
2022-08-03,101206,-0.015780685284273566
2022-08-03,101207,-0.03039973524336337
2022-08-03,101208,6.214588824571265e-05
2022-08-03,102885,-0.006788796853791856
2022-08-03,102886,-0.00842117061296399
2022-08-03,102887,0.004484478028049965
2022-08-03,118632,0.012656370373087755
2022-08-03,118633,-0.0021077919881097307
2022-08-03,118634,-0.006952550329588192
2022-08-03,118635,0.00685514098185358
2022-08-03,118636,0.003198838332594045
2022-08-03,119092,-0.0006207701776722585
2022-08-03,119093,3.725825126976723e-05
2022-08-03,119094,0.004520310080432521
2022-08-03,119095,0.0031167955039528294
2022-08-03,119120,-0.00030772224447184193
2022-08-03,119551,-0.0054669557110264
2022-08-03,119552,-0.0010260779544403187
2022-08-03,119598,-0.00018427621329131227
2022-08-03,119599,0.033710575335133885
2022-08-03,120503,0.002875125446123006
2022-08-03,120504,-0.0014938191648128374
2022-08-03,120505,0.022230424460380815
2022-08-03,120506,0.009266711143454343
2022-08-03,120507,0.0003359372380729031
2022-08-03,120841,-0.007769310440038479
2022-08-03,120842,0.006910468829228744
2022-08-03,120843,-0.015226638927902214
2022-08-03,120844,-5.4311103393378524e-05
2022-08-03,125497,0.009824372603667086
2022-08-03,125498,-0.011315690599590478
2022-08-03,148567,0.012209409040129238
2022-08-03,148568,0.020365459492222016
2022-08-03,148569,0.013141259781814796
2022-08-03,149322,-0.003798600440513944
2022-08-03,149323,-0.001818776020574897
