investor_id,state,city,city_tier,age_group,gender,annual_income_lakh,kyc_status
INV002504,Madhya Pradesh,Bhopal,B30,26-35,Male,22.4,Verified
INV002487,Punjab,Chandigarh,T30,26-35,Male,19.5,Verified
INV002440,Karnataka,Bangalore,T30,18-25,Female,3.0,Verified
INV002327,Punjab,Amritsar,B30,26-35,Male,7.0,Verified
INV003478,Punjab,Chandigarh,T30,26-35,Male,21.2,Verified
INV002600,Madhya Pradesh,Bhopal,B30,36-45,Female,54.1,Verified
INV004590,Rajasthan,Jaipur,T30,36-45,Male,22.7,Verified
INV004986,Madhya Pradesh,Bhopal,B30,26-35,Male,12.3,Verified
INV004847,Maharashtra,Pune,T30,26-35,Female,7.0,Verified
INV004191,Maharashtra,Nashik,B30,26-35,Female,19.5,Verified
INV003970,Telangana,Hyderabad,T30,18-25,Male,4.1,Verified
INV003840,Rajasthan,Jaipur,T30,36-45,Male,54.6,Verified
INV003754,Delhi,New Delhi,T30,36-45,Female,23.2,Verified
INV003666,Gujarat,Surat,T30,18-25,Male,4.3,Verified
INV003545,Gujarat,Ahmedabad,T30,26-35,Female,15.7,Verified
INV002201,Haryana,Gurugram,T30,36-45,Male,34.5,Verified
INV002011,Tamil Nadu,Chennai,T30,36-45,Male,41.1,Verified
INV000860,Madhya Pradesh,Bhopal,B30,36-45,Female,51.8,Verified
INV000691,Tamil Nadu,Chennai,T30,18-25,Female,7.8,Verified
INV000677,Telangana,Hyderabad,T30,26-35,Male,16.6,Verified
INV000588,Gujarat,Surat,T30,36-45,Female,28.6,Verified
INV000573,Madhya Pradesh,Bhopal,B30,56+,Female,38.5,Pending
INV000888,Gujarat,Ahmedabad,T30,26-35,Male,21.9,Verified
INV000320,Uttar Pradesh,Kanpur,B30,26-35,Male,19.7,Verified
INV000226,West Bengal,Kolkata,T30,36-45,Female,39.3,Verified
INV000205,Haryana,Faridabad,B30,18-25,Male,4.4,Verified
INV000174,Karnataka,Bangalore,T30,36-45,Male,58.1,Verified
INV000022,Telangana,Hyderabad,T30,36-45,Male,37.4,Verified
INV000451,Madhya Pradesh,Indore,T30,46-55,Male,23.4,Verified
INV000305,Rajasthan,Udaipur,B30,36-45,Male,21.4,Verified
INV000984,Telangana,Hyderabad,T30,26-35,Male,20.9,Verified
INV000898,West Bengal,Kolkata,T30,26-35,Male,19.1,Verified
INV001992,Telangana,Hyderabad,T30,18-25,Male,3.3,Verified
INV001862,Delhi,Gurugram,T30,26-35,Male,17.5,Verified
INV001777,West Bengal,Kolkata,T30,18-25,Female,7.6,Verified
INV001707,Punjab,Chandigarh,T30,26-35,Male,9.5,Verified
INV001623,Gujarat,Surat,T30,26-35,Female,17.3,Verified
INV001774,Maharashtra,Nashik,B30,56+,Male,32.0,Verified
INV001318,Telangana,Hyderabad,T30,36-45,Male,59.3,Verified
INV001234,Uttar Pradesh,Agra,B30,26-35,Male,24.4,Verified
INV001223,Punjab,Amritsar,B30,56+,Male,46.0,Verified
INV001188,Delhi,New Delhi,T30,18-25,Male,7.9,Pending
INV001141,West Bengal,Kolkata,T30,18-25,Female,3.0,Verified
INV001124,Madhya Pradesh,Indore,T30,36-45,Male,39.0,Verified
INV001059,Karnataka,Mysore,B30,26-35,Male,24.2,Verified
INV001002,Telangana,Hyderabad,T30,36-45,Male,52.5,Verified
INV003958,Haryana,Faridabad,B30,18-25,Male,6.6,Verified
INV003769,Gujarat,Ahmedabad,T30,46-55,Female,74.8,Verified
INV003716,Uttar Pradesh,Kanpur,B30,36-45,Male,37.7,Verified
INV003711,Telangana,Hyderabad,T30,36-45,Female,13.1,Verified
INV003644,Gujarat,Ahmedabad,T30,26-35,Female,8.2,Verified
INV003613,Punjab,Amritsar,B30,26-35,Male,13.5,Verified
INV003567,Tamil Nadu,Chennai,T30,46-55,Male,76.1,Pending
INV003990,Gujarat,Ahmedabad,T30,18-25,Male,5.3,Verified
INV003635,West Bengal,Kolkata,T30,56+,Female,55.1,Verified
INV004740,Tamil Nadu,Chennai,T30,56+,Male,43.4,Verified
INV004259,Tamil Nadu,Chennai,T30,26-35,Female,24.3,Verified
INV004359,Delhi,New Delhi,T30,26-35,Male,9.4,Pending
INV004540,Punjab,Chandigarh,T30,36-45,Male,48.9,Verified
INV004583,Maharashtra,Nashik,B30,26-35,Male,13.9,Pending
INV004589,Gujarat,Ahmedabad,T30,36-45,Male,14.4,Verified
INV004652,Gujarat,Surat,T30,56+,Male,42.9,Verified
INV004683,Madhya Pradesh,Indore,T30,26-35,Male,14.4,Verified
INV004766,Haryana,Gurugram,T30,56+,Male,29.3,Verified
INV003493,Gujarat,Surat,T30,18-25,Male,4.2,Verified
INV004112,Madhya Pradesh,Bhopal,B30,46-55,Male,30.0,Verified
INV003397,Haryana,Faridabad,B30,26-35,Male,11.7,Verified
INV003142,West Bengal,Kolkata,T30,26-35,Male,12.5,Verified
INV003375,Telangana,Hyderabad,T30,56+,Female,62.2,Verified
INV000193,Delhi,Gurugram,T30,26-35,Female,11.6,Verified
INV000409,Delhi,New Delhi,T30,26-35,Male,10.7,Verified
INV000499,Delhi,New Delhi,T30,36-45,Female,59.5,Verified
INV000555,Tamil Nadu,Coimbatore,B30,26-35,Female,24.6,Verified
INV000557,West Bengal,Kolkata,T30,26-35,Male,10.3,Verified
INV000657,Tamil Nadu,Coimbatore,B30,26-35,Female,11.4,Verified
INV000746,Madhya Pradesh,Bhopal,B30,36-45,Male,49.8,Verified
INV000507,Gujarat,Ahmedabad,T30,36-45,Male,44.1,Verified
INV000906,Maharashtra,Mumbai,T30,26-35,Male,20.7,Verified
INV000887,Tamil Nadu,Coimbatore,B30,36-45,Male,53.9,Verified
INV003081,Delhi,Gurugram,T30,56+,Female,73.4,Verified
INV002880,Madhya Pradesh,Indore,T30,26-35,Male,19.8,Verified
INV002801,Madhya Pradesh,Indore,T30,18-25,Male,6.4,Verified
INV002684,Delhi,New Delhi,T30,36-45,Female,56.2,Verified
INV002758,Delhi,Gurugram,T30,26-35,Male,7.3,Verified
INV001921,Gujarat,Surat,T30,26-35,Female,13.5,Verified
INV001512,Haryana,Gurugram,T30,46-55,Male,49.4,Verified
INV001361,West Bengal,Kolkata,T30,26-35,Female,21.1,Pending
INV002590,West Bengal,Kolkata,T30,36-45,Male,45.1,Pending
INV003735,Gujarat,Ahmedabad,T30,36-45,Female,13.9,Verified
INV003925,Punjab,Amritsar,B30,26-35,Female,14.2,Pending
INV003859,Karnataka,Bangalore,T30,36-45,Male,28.5,Pending
INV003823,Madhya Pradesh,Indore,T30,26-35,Male,10.5,Verified
INV003689,Haryana,Gurugram,T30,46-55,Male,79.9,Verified
INV003165,Punjab,Amritsar,B30,26-35,Male,19.4,Verified
INV003249,Punjab,Chandigarh,T30,36-45,Male,41.3,Verified
INV003248,Karnataka,Mysore,B30,26-35,Male,6.5,Verified
INV003220,Madhya Pradesh,Bhopal,B30,26-35,Male,7.6,Verified
INV003074,Haryana,Faridabad,B30,26-35,Male,8.3,Verified
INV004011,Punjab,Amritsar,B30,18-25,Female,5.0,Verified
INV003645,Punjab,Amritsar,B30,26-35,Male,13.4,Verified
INV004748,Delhi,Noida,T30,26-35,Male,12.6,Verified
INV004745,West Bengal,Kolkata,T30,18-25,Male,5.2,Verified
INV004637,Gujarat,Surat,T30,18-25,Male,6.8,Verified
INV002979,Punjab,Chandigarh,T30,36-45,Female,56.2,Verified
INV004466,Gujarat,Surat,T30,18-25,Female,3.7,Verified
INV004457,Telangana,Hyderabad,T30,18-25,Male,6.7,Verified
INV004439,Haryana,Faridabad,B30,26-35,Male,8.6,Verified
INV004413,Maharashtra,Mumbai,T30,26-35,Male,14.7,Verified
INV004310,Telangana,Hyderabad,T30,36-45,Male,18.3,Pending
INV004294,Punjab,Chandigarh,T30,56+,Female,76.0,Verified
INV004196,West Bengal,Kolkata,T30,46-55,Male,44.4,Verified
INV004075,Rajasthan,Jaipur,T30,36-45,Male,56.5,Verified
INV003150,Gujarat,Ahmedabad,T30,26-35,Female,13.6,Pending
INV000779,Gujarat,Ahmedabad,T30,36-45,Male,35.3,Pending
INV000767,Karnataka,Bangalore,T30,18-25,Female,5.2,Verified
INV000480,Maharashtra,Mumbai,T30,18-25,Male,6.2,Pending
INV000354,Telangana,Hyderabad,T30,26-35,Male,21.2,Pending
INV001180,Telangana,Hyderabad,T30,26-35,Male,10.5,Verified
INV000344,Madhya Pradesh,Bhopal,B30,36-45,Male,56.7,Pending
INV000241,Telangana,Hyderabad,T30,26-35,Female,16.5,Verified
INV000154,Haryana,Faridabad,B30,36-45,Male,51.3,Verified
INV000076,Gujarat,Ahmedabad,T30,56+,Female,67.1,Verified
INV002745,Uttar Pradesh,Agra,B30,18-25,Male,7.6,Verified
INV000318,Madhya Pradesh,Bhopal,B30,46-55,Female,47.5,Verified
INV001308,Rajasthan,Jaipur,T30,36-45,Male,19.3,Verified
INV000403,Rajasthan,Jaipur,T30,18-25,Female,7.7,Verified
INV001346,Gujarat,Surat,T30,18-25,Male,5.7,Verified
INV001326,Rajasthan,Udaipur,B30,46-55,Male,54.9,Verified
INV002461,West Bengal,Kolkata,T30,26-35,Male,19.5,Verified
INV002267,Haryana,Faridabad,B30,18-25,Male,4.7,Verified
INV001879,Uttar Pradesh,Lucknow,T30,18-25,Female,6.3,Verified
INV001878,West Bengal,Kolkata,T30,26-35,Male,7.8,Pending
INV002640,Haryana,Faridabad,B30,56+,Female,50.5,Pending
INV001858,Punjab,Amritsar,B30,36-45,Male,16.6,Verified
INV001810,Uttar Pradesh,Kanpur,B30,26-35,Female,10.1,Verified
INV001743,Telangana,Hyderabad,T30,26-35,Male,23.5,Verified
INV001616,Tamil Nadu,Chennai,T30,26-35,Male,23.2,Verified
INV001545,Madhya Pradesh,Bhopal,B30,26-35,Male,11.5,Verified
INV001420,Rajasthan,Jaipur,T30,36-45,Male,32.2,Pending
INV001866,Telangana,Hyderabad,T30,36-45,Female,33.9,Verified
INV003526,Maharashtra,Nashik,B30,36-45,Male,24.2,Verified
INV003324,Karnataka,Mysore,B30,26-35,Male,20.7,Verified
INV003176,Haryana,Gurugram,T30,46-55,Male,51.6,Verified
INV003043,Karnataka,Bangalore,T30,26-35,Male,21.2,Verified
INV002926,Telangana,Hyderabad,T30,26-35,Male,16.6,Pending
INV002874,Punjab,Chandigarh,T30,56+,Female,15.0,Verified
INV002761,Rajasthan,Jaipur,T30,26-35,Male,14.9,Verified
INV002555,Gujarat,Ahmedabad,T30,36-45,Male,24.5,Pending
INV002466,Madhya Pradesh,Indore,T30,36-45,Male,36.9,Verified
INV002418,Haryana,Faridabad,B30,36-45,Male,34.0,Verified
INV003532,Punjab,Amritsar,B30,36-45,Female,18.8,Verified
INV002215,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Verified
INV003671,Haryana,Gurugram,T30,36-45,Female,22.9,Verified
INV004815,Tamil Nadu,Coimbatore,B30,36-45,Male,44.4,Pending
INV004465,Gujarat,Surat,T30,26-35,Male,14.2,Verified
INV004392,West Bengal,Kolkata,T30,18-25,Male,6.7,Verified
INV004361,Haryana,Faridabad,B30,26-35,Female,18.4,Verified
INV004925,Maharashtra,Pune,T30,18-25,Female,5.4,Verified
INV003813,Rajasthan,Udaipur,B30,36-45,Male,23.6,Pending
INV003734,Tamil Nadu,Coimbatore,B30,56+,Male,70.3,Verified
INV003724,Punjab,Amritsar,B30,56+,Male,52.5,Verified
INV004277,Telangana,Hyderabad,T30,26-35,Male,19.6,Verified
INV002061,West Bengal,Kolkata,T30,26-35,Male,14.2,Verified
INV000547,West Bengal,Kolkata,T30,26-35,Male,16.6,Verified
INV001937,Haryana,Gurugram,T30,18-25,Male,7.8,Verified
INV000904,West Bengal,Kolkata,T30,36-45,Male,55.0,Verified
INV000584,Uttar Pradesh,Kanpur,B30,46-55,Female,20.9,Verified
INV000581,Tamil Nadu,Coimbatore,B30,36-45,Male,26.4,Verified
INV001014,Punjab,Chandigarh,T30,18-25,Female,6.9,Verified
INV000492,Telangana,Hyderabad,T30,36-45,Male,12.4,Verified
INV000093,Maharashtra,Mumbai,T30,36-45,Female,59.0,Verified
INV000062,Haryana,Faridabad,B30,46-55,Male,22.9,Verified
INV000055,Karnataka,Bangalore,T30,26-35,Male,13.5,Verified
INV001946,Delhi,Noida,T30,26-35,Male,13.2,Verified
INV001031,Delhi,New Delhi,T30,36-45,Female,23.0,Verified
INV000515,Delhi,Noida,T30,18-25,Male,5.1,Verified
INV001081,Gujarat,Ahmedabad,T30,18-25,Male,7.6,Verified
INV001887,Karnataka,Mysore,B30,26-35,Female,8.1,Verified
INV001856,Delhi,New Delhi,T30,36-45,Female,43.5,Verified
INV001600,Rajasthan,Jaipur,T30,26-35,Female,22.9,Verified
INV001434,Maharashtra,Mumbai,T30,46-55,Male,92.6,Verified
INV001441,Karnataka,Mysore,B30,36-45,Male,56.6,Verified
INV001215,Haryana,Gurugram,T30,36-45,Female,39.3,Verified
INV001213,Punjab,Amritsar,B30,36-45,Male,57.7,Verified
INV001199,Telangana,Hyderabad,T30,46-55,Male,94.6,Verified
INV001163,Karnataka,Mysore,B30,26-35,Male,10.2,Verified
INV003794,Gujarat,Ahmedabad,T30,26-35,Male,22.1,Verified
INV003619,West Bengal,Kolkata,T30,18-25,Female,3.3,Verified
INV003718,Telangana,Hyderabad,T30,46-55,Male,65.3,Verified
INV003710,Rajasthan,Udaipur,B30,26-35,Male,19.6,Verified
INV003697,Maharashtra,Mumbai,T30,18-25,Male,6.3,Verified
INV003562,West Bengal,Kolkata,T30,26-35,Female,11.8,Verified
INV003520,Uttar Pradesh,Lucknow,T30,18-25,Male,4.5,Pending
INV003513,West Bengal,Kolkata,T30,36-45,Male,57.3,Verified
INV003195,Uttar Pradesh,Lucknow,T30,36-45,Female,54.3,Verified
INV003163,Punjab,Amritsar,B30,36-45,Female,47.5,Verified
INV003799,Punjab,Amritsar,B30,18-25,Male,5.6,Verified
INV003550,Madhya Pradesh,Bhopal,B30,26-35,Male,22.6,Verified
INV003817,Gujarat,Surat,T30,26-35,Male,9.0,Verified
INV004813,West Bengal,Kolkata,T30,26-35,Male,13.9,Verified
INV003968,Maharashtra,Mumbai,T30,46-55,Female,58.7,Verified
INV004984,Uttar Pradesh,Agra,B30,46-55,Female,78.8,Verified
INV004767,Uttar Pradesh,Kanpur,B30,26-35,Female,12.7,Verified
INV004570,Uttar Pradesh,Kanpur,B30,56+,Male,20.7,Verified
INV004526,West Bengal,Kolkata,T30,36-45,Male,19.9,Verified
INV003911,Telangana,Hyderabad,T30,36-45,Male,21.5,Verified
INV004407,Punjab,Chandigarh,T30,18-25,Male,7.7,Verified
INV004304,Haryana,Gurugram,T30,18-25,Male,5.5,Verified
INV004241,Maharashtra,Mumbai,T30,36-45,Male,18.9,Verified
INV004015,Maharashtra,Mumbai,T30,18-25,Female,7.6,Verified
INV003982,Tamil Nadu,Coimbatore,B30,36-45,Female,34.4,Verified
INV002921,Punjab,Amritsar,B30,18-25,Female,5.4,Verified
INV002574,Maharashtra,Nashik,B30,26-35,Male,11.1,Pending
INV000966,Telangana,Hyderabad,T30,26-35,Male,22.8,Verified
INV000920,Delhi,Gurugram,T30,56+,Male,19.8,Verified
INV000914,Karnataka,Mysore,B30,18-25,Male,3.8,Verified
INV000880,Madhya Pradesh,Indore,T30,26-35,Male,18.4,Verified
INV000765,Telangana,Hyderabad,T30,18-25,Male,4.6,Verified
INV000737,Madhya Pradesh,Indore,T30,26-35,Female,10.0,Verified
INV000624,West Bengal,Kolkata,T30,56+,Male,79.6,Verified
INV000329,Tamil Nadu,Chennai,T30,18-25,Male,6.5,Verified
INV002744,Karnataka,Bangalore,T30,36-45,Male,25.9,Verified
INV001178,West Bengal,Kolkata,T30,26-35,Female,10.3,Verified
INV001101,Madhya Pradesh,Bhopal,B30,18-25,Male,5.3,Verified
INV002571,Delhi,New Delhi,T30,36-45,Female,32.1,Verified
INV002369,Madhya Pradesh,Bhopal,B30,36-45,Male,33.6,Pending
INV002208,Punjab,Chandigarh,T30,56+,Male,61.1,Verified
INV002197,Delhi,Noida,T30,18-25,Male,6.3,Verified
INV002072,Punjab,Chandigarh,T30,26-35,Female,15.2,Verified
INV002464,Karnataka,Bangalore,T30,26-35,Female,22.9,Verified
INV001576,Delhi,Noida,T30,46-55,Female,46.5,Verified
INV001575,Karnataka,Bangalore,T30,26-35,Male,12.0,Verified
INV001532,Madhya Pradesh,Bhopal,B30,36-45,Female,39.5,Verified
INV001502,Rajasthan,Jaipur,T30,26-35,Male,19.8,Verified
INV001459,Gujarat,Surat,T30,26-35,Male,24.9,Verified
INV001391,Madhya Pradesh,Bhopal,B30,36-45,Male,18.5,Verified
INV001715,Gujarat,Surat,T30,18-25,Male,7.7,Verified
INV001386,Tamil Nadu,Coimbatore,B30,18-25,Male,7.5,Verified
INV002894,Delhi,Noida,T30,26-35,Male,10.4,Verified
INV002889,West Bengal,Kolkata,T30,26-35,Male,12.6,Verified
INV002582,Telangana,Hyderabad,T30,26-35,Female,11.1,Verified
INV002531,Rajasthan,Udaipur,B30,36-45,Female,50.4,Verified
INV002386,Rajasthan,Jaipur,T30,26-35,Female,19.8,Verified
INV002207,Madhya Pradesh,Indore,T30,26-35,Female,6.6,Verified
INV003187,Haryana,Faridabad,B30,26-35,Female,21.5,Verified
INV003945,Gujarat,Ahmedabad,T30,46-55,Female,48.3,Verified
INV003376,Delhi,New Delhi,T30,36-45,Male,44.4,Verified
INV003496,Telangana,Hyderabad,T30,26-35,Male,14.9,Verified
INV003780,Haryana,Faridabad,B30,26-35,Male,10.1,Verified
INV004092,Maharashtra,Nashik,B30,18-25,Female,4.4,Verified
INV004367,Karnataka,Mysore,B30,26-35,Female,8.3,Verified
INV004459,Maharashtra,Pune,T30,26-35,Female,9.2,Verified
INV004735,Uttar Pradesh,Kanpur,B30,36-45,Male,19.2,Verified
INV004994,Delhi,New Delhi,T30,36-45,Male,31.9,Verified
INV000266,Madhya Pradesh,Indore,T30,56+,Male,67.6,Verified
INV000297,Gujarat,Ahmedabad,T30,26-35,Male,13.0,Verified
INV000304,West Bengal,Kolkata,T30,36-45,Male,25.6,Verified
INV000378,Madhya Pradesh,Bhopal,B30,26-35,Male,8.7,Verified
INV000389,Delhi,Gurugram,T30,46-55,Male,50.2,Verified
INV000596,Madhya Pradesh,Indore,T30,56+,Male,21.3,Verified
INV000604,Karnataka,Bangalore,T30,26-35,Male,9.5,Verified
INV000652,Delhi,Gurugram,T30,26-35,Male,8.0,Pending
INV000653,Uttar Pradesh,Kanpur,B30,26-35,Female,18.6,Verified
INV000685,Karnataka,Bangalore,T30,18-25,Male,4.0,Verified
INV000781,Delhi,Gurugram,T30,26-35,Male,6.8,Pending
INV000925,Karnataka,Mysore,B30,18-25,Male,3.6,Verified
INV000589,Uttar Pradesh,Kanpur,B30,18-25,Female,6.3,Verified
INV001320,Punjab,Amritsar,B30,36-45,Male,31.8,Verified
INV001833,Karnataka,Bangalore,T30,36-45,Female,28.4,Verified
INV001827,Haryana,Faridabad,B30,36-45,Female,54.3,Verified
INV001773,Punjab,Chandigarh,T30,26-35,Male,21.4,Verified
INV001635,Tamil Nadu,Chennai,T30,26-35,Male,18.6,Verified
INV001580,Punjab,Chandigarh,T30,26-35,Male,18.7,Pending
INV001550,Punjab,Chandigarh,T30,18-25,Male,4.1,Verified
INV001535,Rajasthan,Udaipur,B30,56+,Male,74.1,Verified
INV001507,Uttar Pradesh,Lucknow,T30,26-35,Male,20.4,Pending
INV001458,Tamil Nadu,Coimbatore,B30,46-55,Male,34.9,Verified
INV001387,Tamil Nadu,Chennai,T30,36-45,Male,37.4,Verified
INV003228,Madhya Pradesh,Bhopal,B30,26-35,Male,20.0,Pending
INV003407,West Bengal,Kolkata,T30,26-35,Male,6.7,Verified
INV003406,Madhya Pradesh,Bhopal,B30,26-35,Male,21.2,Verified
INV002794,Madhya Pradesh,Bhopal,B30,56+,Male,39.9,Verified
INV002753,Uttar Pradesh,Lucknow,T30,26-35,Female,21.2,Verified
INV002691,Tamil Nadu,Coimbatore,B30,26-35,Female,20.6,Verified
INV002240,Haryana,Faridabad,B30,26-35,Male,24.7,Verified
INV002093,Punjab,Chandigarh,T30,26-35,Male,14.7,Verified
INV004032,West Bengal,Kolkata,T30,46-55,Male,55.5,Verified
INV004045,Madhya Pradesh,Indore,T30,18-25,Male,4.2,Verified
INV004947,Telangana,Hyderabad,T30,26-35,Female,19.7,Verified
INV002088,Rajasthan,Jaipur,T30,46-55,Female,43.7,Verified
INV004978,Uttar Pradesh,Lucknow,T30,46-55,Male,34.3,Verified
INV004617,Karnataka,Bangalore,T30,26-35,Male,22.1,Pending
INV004585,Punjab,Amritsar,B30,18-25,Female,4.5,Verified
INV004295,Karnataka,Bangalore,T30,36-45,Male,50.6,Verified
INV004273,Haryana,Faridabad,B30,26-35,Male,17.5,Verified
INV004161,Telangana,Hyderabad,T30,46-55,Male,94.7,Verified
INV002042,Tamil Nadu,Chennai,T30,26-35,Female,10.0,Verified
INV001236,Telangana,Hyderabad,T30,46-55,Male,93.7,Verified
INV001980,Tamil Nadu,Chennai,T30,26-35,Female,21.1,Verified
INV000551,Maharashtra,Nashik,B30,26-35,Female,13.2,Verified
INV000491,Madhya Pradesh,Indore,T30,56+,Male,58.2,Verified
INV000468,Uttar Pradesh,Agra,B30,36-45,Male,23.5,Verified
INV000420,Haryana,Gurugram,T30,26-35,Male,11.7,Verified
INV000312,Gujarat,Ahmedabad,T30,18-25,Male,7.1,Verified
INV000158,Madhya Pradesh,Bhopal,B30,36-45,Male,26.1,Verified
INV000115,Tamil Nadu,Coimbatore,B30,36-45,Male,16.6,Verified
INV000085,Gujarat,Surat,T30,26-35,Female,14.6,Verified
INV000033,Delhi,New Delhi,T30,36-45,Female,12.4,Verified
INV000721,Maharashtra,Nashik,B30,36-45,Male,59.1,Verified
INV000726,Punjab,Chandigarh,T30,26-35,Male,21.1,Verified
INV000846,Rajasthan,Udaipur,B30,26-35,Female,21.7,Verified
INV000822,Punjab,Amritsar,B30,26-35,Male,9.2,Verified
INV001978,Telangana,Hyderabad,T30,36-45,Male,15.5,Verified
INV001965,Telangana,Hyderabad,T30,56+,Male,24.6,Verified
INV001754,Maharashtra,Nashik,B30,46-55,Female,56.1,Verified
INV001702,Rajasthan,Udaipur,B30,26-35,Male,9.9,Verified
INV001670,West Bengal,Kolkata,T30,26-35,Male,16.5,Verified
INV001625,Uttar Pradesh,Kanpur,B30,46-55,Female,78.2,Verified
INV001700,Maharashtra,Mumbai,T30,46-55,Male,88.3,Verified
INV001390,Haryana,Gurugram,T30,26-35,Female,13.0,Verified
INV001279,Karnataka,Bangalore,T30,46-55,Male,76.7,Verified
INV001221,Delhi,New Delhi,T30,26-35,Female,22.4,Verified
INV001001,Madhya Pradesh,Indore,T30,26-35,Female,20.7,Pending
INV000921,Rajasthan,Jaipur,T30,26-35,Male,14.6,Verified
INV003521,Rajasthan,Jaipur,T30,46-55,Male,95.4,Verified
INV003517,Gujarat,Ahmedabad,T30,26-35,Male,16.6,Pending
INV003499,Karnataka,Mysore,B30,18-25,Male,4.7,Verified
INV003495,West Bengal,Kolkata,T30,26-35,Female,22.9,Verified
INV003455,Tamil Nadu,Coimbatore,B30,46-55,Male,40.2,Verified
INV003553,Punjab,Amritsar,B30,36-45,Male,33.0,Verified
INV003437,Punjab,Amritsar,B30,46-55,Female,51.0,Verified
INV003106,Madhya Pradesh,Bhopal,B30,36-45,Male,57.7,Verified
INV002901,Delhi,Noida,T30,26-35,Male,17.4,Verified
INV002643,Telangana,Hyderabad,T30,36-45,Male,29.2,Verified
INV003793,Delhi,New Delhi,T30,46-55,Male,94.3,Verified
INV003320,Tamil Nadu,Coimbatore,B30,56+,Male,73.7,Verified
INV003880,Gujarat,Surat,T30,26-35,Male,9.6,Verified
INV003895,Maharashtra,Nashik,B30,26-35,Male,14.2,Verified
INV004840,Maharashtra,Pune,T30,18-25,Male,6.5,Verified
INV004625,Tamil Nadu,Coimbatore,B30,18-25,Male,6.6,Verified
INV004587,Uttar Pradesh,Kanpur,B30,18-25,Male,4.0,Verified
INV004518,Uttar Pradesh,Lucknow,T30,26-35,Female,24.4,Verified
INV004517,West Bengal,Kolkata,T30,46-55,Female,68.5,Verified
INV004448,Karnataka,Mysore,B30,26-35,Male,20.3,Verified
INV004411,Maharashtra,Mumbai,T30,26-35,Female,13.8,Verified
INV004375,Madhya Pradesh,Bhopal,B30,26-35,Male,17.7,Verified
INV004374,Maharashtra,Nashik,B30,36-45,Female,16.5,Verified
INV004114,Tamil Nadu,Coimbatore,B30,26-35,Male,9.4,Verified
INV003889,Rajasthan,Udaipur,B30,46-55,Male,42.6,Verified
INV002459,Rajasthan,Udaipur,B30,18-25,Female,5.2,Pending
INV002385,Punjab,Chandigarh,T30,26-35,Male,21.9,Verified
INV001130,Rajasthan,Jaipur,T30,18-25,Female,3.2,Verified
INV000941,Rajasthan,Udaipur,B30,26-35,Male,7.2,Verified
INV000933,Rajasthan,Jaipur,T30,36-45,Female,14.9,Verified
INV001235,Haryana,Faridabad,B30,26-35,Male,19.3,Verified
INV000597,Gujarat,Surat,T30,46-55,Male,48.6,Verified
INV000565,Uttar Pradesh,Agra,B30,26-35,Male,18.8,Verified
INV000550,Rajasthan,Udaipur,B30,26-35,Male,6.7,Verified
INV000460,Delhi,Noida,T30,36-45,Male,47.1,Verified
INV000407,Tamil Nadu,Coimbatore,B30,36-45,Male,32.8,Verified
INV000392,Gujarat,Surat,T30,26-35,Female,16.6,Verified
INV000079,Gujarat,Surat,T30,26-35,Male,17.0,Verified
INV000278,Rajasthan,Jaipur,T30,26-35,Male,22.1,Verified
INV001314,Gujarat,Ahmedabad,T30,26-35,Female,19.2,Verified
INV002274,Tamil Nadu,Coimbatore,B30,18-25,Female,6.9,Verified
INV002161,Maharashtra,Nashik,B30,26-35,Male,11.4,Verified
INV002130,Maharashtra,Pune,T30,46-55,Male,22.5,Pending
INV001310,Telangana,Hyderabad,T30,46-55,Male,83.6,Verified
INV002083,Gujarat,Surat,T30,26-35,Male,21.2,Verified
INV002113,Maharashtra,Nashik,B30,26-35,Male,21.6,Verified
INV001869,Uttar Pradesh,Lucknow,T30,46-55,Male,30.6,Verified
INV001814,West Bengal,Kolkata,T30,26-35,Female,6.9,Verified
INV001771,Gujarat,Surat,T30,46-55,Male,85.9,Verified
INV001423,Madhya Pradesh,Bhopal,B30,18-25,Female,7.7,Verified
INV001332,Uttar Pradesh,Agra,B30,26-35,Female,19.9,Verified
INV001891,West Bengal,Kolkata,T30,26-35,Male,22.2,Pending
INV003448,Rajasthan,Udaipur,B30,26-35,Male,16.4,Verified
INV003402,Telangana,Hyderabad,T30,26-35,Male,20.5,Verified
INV003206,Gujarat,Ahmedabad,T30,26-35,Male,24.1,Verified
INV002637,Telangana,Hyderabad,T30,26-35,Male,14.4,Verified
INV002903,Madhya Pradesh,Indore,T30,36-45,Male,45.0,Verified
INV002774,Haryana,Gurugram,T30,36-45,Male,58.4,Verified
INV002747,Haryana,Faridabad,B30,46-55,Male,34.0,Verified
INV003003,West Bengal,Kolkata,T30,18-25,Female,3.1,Verified
INV003575,West Bengal,Kolkata,T30,18-25,Male,4.7,Verified
INV003592,Madhya Pradesh,Indore,T30,56+,Female,27.6,Verified
INV002547,Haryana,Gurugram,T30,26-35,Male,7.3,Verified
INV004987,Telangana,Hyderabad,T30,46-55,Male,37.1,Verified
INV004977,Gujarat,Surat,T30,18-25,Male,5.4,Verified
INV004608,Karnataka,Bangalore,T30,26-35,Female,23.3,Verified
INV004553,Tamil Nadu,Coimbatore,B30,26-35,Male,13.7,Verified
INV004471,Delhi,New Delhi,T30,26-35,Female,20.2,Verified
